Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCR06,OUT045,688.2094
NCF54,OUT049,2812.368
DRG23,OUT010,319.94397
FDD53,OUT046,673.32074
NCM31,OUT027,3697.0774
FDT16,OUT017,4378.8296
FDR40,OUT035,1406.2668
DRG25,OUT017,3077.998
FDT10,OUT035,1062.89
FDY32,OUT013,2736.4365
FDN50,OUT035,1644.5651
FDZ35,OUT019,259.95822
NCP54,OUT045,1989.9238
NCD07,OUT035,1929.8031
FDS02,OUT018,2984.8284
DRN59,OUT018,469.34103
DRB24,OUT013,2720.0051
FDP37,OUT027,3422.398
DRB01,OUT018,2764.3845
FDR47,OUT046,3199.7688
NCM31,OUT010,368.6275
NCF06,OUT027,6642.53
NCV17,OUT027,3420.677
FDS10,OUT049,2901.9812
FDN52,OUT035,1492.403
FDZ48,OUT013,1790.1775
FDJ48,OUT049,4073.1487
DRB13,OUT027,5127.976
FDV59,OUT017,3605.367
FDL32,OUT035,1879.8081
FDZ12,OUT035,2411.734
NCR06,OUT027,1100.167
FDP51,OUT017,1983.6145
FDY22,OUT013,2355.4126
FDZ38,OUT049,2782.0737
NCO54,OUT035,961.0199
FDR23,OUT035,2943.1611
FDM38,OUT049,849.087
FDS25,OUT013,1825.5117
FDZ22,OUT013,1245.2712
FDZ20,OUT019,610.4482
FDD45,OUT010,190.05675
FDN03,OUT049,4115.6904
NCW30,OUT046,3551.0
FDY24,OUT027,1487.1945
FDJ26,OUT019,502.30112
FDM15,OUT049,2477.3054
NCW54,OUT027,1528.1549
FDA23,OUT045,1622.0403
FDA39,OUT019,70.43972
FDZ12,OUT017,2386.6912
NCB42,OUT046,1922.0027
FDL16,OUT046,690.08997
FDO24,OUT019,367.7367
NCP42,OUT046,3221.9937
FDR19,OUT018,2114.6382
DRL01,OUT045,3828.409
FDV37,OUT046,3288.017
FDI41,OUT010,351.16946
FDF58,OUT049,978.76685
NCF43,OUT018,2073.489
FDN02,OUT049,3337.4868
NCP41,OUT035,1854.3099
NCY17,OUT027,1208.9213
FDL58,OUT027,6735.2305
NCA30,OUT027,4971.3335
FDE46,OUT018,2228.0037
FDY38,OUT035,3929.3542
NCH29,OUT027,2550.6157
FDO20,OUT045,4160.1455
FDP44,OUT018,1398.3212
FDM02,OUT027,2427.081
FDJ14,OUT027,2195.1199
FDH04,OUT010,214.2036
DRK23,OUT046,3369.294
NCW05,OUT046,1700.0521
FDF12,OUT049,2367.1746
FDL51,OUT019,512.95294
FDN03,OUT018,3054.9392
DRJ37,OUT049,2432.902
FDM12,OUT019,469.3351
FDA16,OUT045,3660.5244
NCB07,OUT017,3247.831
NCI17,OUT019,240.47891
FDR51,OUT046,2438.8357
FDJ55,OUT045,3730.5127
NCZ17,OUT013,400.1923
FDU25,OUT013,821.1236
NCG18,OUT045,1693.3285
DRM11,OUT017,4183.9907
FDH16,OUT035,1572.0592
FDZ04,OUT018,731.38727
NCX53,OUT035,2402.8503
FDX38,OUT027,1296.6761
FDX09,OUT046,2931.1538
NCW05,OUT018,1438.6085
NCS41,OUT017,3076.775
FDI26,OUT046,2946.5498
NCZ41,OUT027,3312.9036
NCK06,OUT046,2056.0647
FDX23,OUT027,2585.7998
NCA42,OUT046,2624.5828
FDC20,OUT049,832.7377
DRC49,OUT018,2084.1426
FDX01,OUT013,1833.553
FDC08,OUT045,3695.26
FDC02,OUT017,4265.5806
FDK10,OUT045,2975.7053
DRC24,OUT013,2682.2969
FDW16,OUT019,244.12726
NCU06,OUT018,3498.5837
DRA59,OUT045,3015.9119
FDR24,OUT019,239.82603
DRL35,OUT018,381.0573
FDA49,OUT013,1467.9099
NCC55,OUT046,581.06256
DRD24,OUT019,335.67685
NCE55,OUT049,2863.5469
FDT33,OUT045,2788.3713
NCT53,OUT013,2642.8757
FDS26,OUT046,4270.073
FDL22,OUT018,1206.1989
FDP44,OUT017,1723.8998
FDC52,OUT018,2208.8608
FDI53,OUT010,386.15536
FDZ23,OUT046,3089.3887
NCT18,OUT013,2991.8696
FDR13,OUT046,1941.4161
FDB09,OUT010,255.85652
FDZ60,OUT013,1737.8029
FDB11,OUT046,3168.659
FDC10,OUT018,1696.6945
FDW56,OUT035,3290.2634
FDK14,OUT027,2322.7698
DRE27,OUT027,2698.1116
FDA38,OUT017,4022.8616
FDT11,OUT045,3136.4978
FDP15,OUT035,4318.4717
FDV27,OUT035,1545.0928
FDS36,OUT027,2908.7502
FDY40,OUT027,1283.2728
NCF19,OUT049,775.52277
FDF53,OUT045,2962.356
FDS14,OUT027,4191.5894
FDE56,OUT046,983.4382
FDZ19,OUT035,3017.0593
FDZ46,OUT013,1767.028
FDR16,OUT046,3529.239
FDG29,OUT018,364.95282
NCE30,OUT017,3545.557
FDZ40,OUT046,864.2676
FDG58,OUT018,2287.6226
DRH03,OUT013,1616.6964
FDZ47,OUT045,1592.7131
FDV04,OUT018,2309.5127
FDZ10,OUT018,1789.7163
FDG46,OUT017,1908.6569
NCF07,OUT045,1629.2953
FDY44,OUT035,3321.8796
FDB21,OUT013,3765.4744
FDS20,OUT035,3098.5305
FDS49,OUT049,1251.4467
FDX55,OUT027,5811.9795
NCQ02,OUT018,2829.701
FDR25,OUT013,4582.937
DRG39,OUT045,832.0559
FDB46,OUT046,3526.4353
NCC30,OUT018,2683.3318
FDE58,OUT035,2023.3341
FDC05,OUT019,468.9108
FDY15,OUT046,2545.483
FDG14,OUT046,2481.5251
FDL08,OUT049,3982.5452
FDQ47,OUT013,438.65927
FDN12,OUT035,1858.8561
FDW10,OUT013,2995.3533
FDD02,OUT035,1987.5781
FDX35,OUT010,559.4236
FDT35,OUT046,2777.1926
DRN47,OUT019,397.4723
FDB11,OUT010,543.868
FDN20,OUT045,2745.5603
FDB59,OUT035,3367.2788
FDJ58,OUT045,2819.447
FDU60,OUT046,2777.3743
FDS03,OUT049,1035.4028
FDU40,OUT019,448.2866
DRH15,OUT049,760.0129
FDD04,OUT027,3923.0164
FDQ01,OUT046,4181.597
FDF28,OUT035,2132.7297
FDD22,OUT010,265.28574
FDY19,OUT046,1917.0369
FDN33,OUT035,1603.2982
FDV36,OUT035,2146.4995
FDW01,OUT010,339.99017
FDJ28,OUT049,3143.5437
FDB17,OUT035,3029.23
FDM40,OUT049,2236.4778
FDV46,OUT045,2265.9468
FDQ44,OUT049,1904.2451
NCD42,OUT046,629.0287
DRH37,OUT046,2388.4265
FDR10,OUT018,2421.7964
NCD06,OUT027,1250.0322
FDI53,OUT046,2642.226
FDG16,OUT035,3627.8572
DRB25,OUT046,1739.1749
FDY09,OUT046,2898.7683
FDX48,OUT045,2512.9238
FDC03,OUT010,459.66748
FDT47,OUT035,1688.617
FDW44,OUT027,4509.334
FDT24,OUT017,1214.934
FDT12,OUT019,574.9181
NCS38,OUT035,1943.4049
FDO39,OUT035,3096.2664
FDA13,OUT046,577.4485
FDO48,OUT035,3750.7878
DRJ01,OUT017,2630.9348
FDD53,OUT018,335.21136
NCT05,OUT049,4224.766
FDQ51,OUT045,704.1009
FDU60,OUT013,2680.3384
FDC59,OUT046,1008.16833
FDP36,OUT035,920.9598
NCM19,OUT017,1857.319
FDL16,OUT035,737.57495
FDE50,OUT018,2861.2812
NCR18,OUT013,479.7438
NCD30,OUT035,1672.0935
FDH31,OUT013,1607.7693
FDD56,OUT019,415.29834
FDC47,OUT049,3725.1694
FDZ21,OUT045,1544.0272
FDM01,OUT049,1642.5377
FDF24,OUT013,1310.6562
FDW23,OUT017,642.77057
FDY52,OUT018,745.8789
DRH37,OUT027,4442.3438
DRO47,OUT027,3138.9956
FDR25,OUT049,4343.035
FDQ24,OUT027,6675.565
DRJ51,OUT018,3507.3284
NCU06,OUT035,3874.1965
NCV18,OUT018,1056.3889
NCC06,OUT027,3323.3435
FDZ01,OUT018,1472.6095
FDT14,OUT017,1986.1154
FDD11,OUT019,614.30975
FDN09,OUT017,4009.682
NCO18,OUT010,445.15244
FDZ50,OUT045,3020.7966
FDS44,OUT013,4132.848
FDI36,OUT045,3254.5173
FDA26,OUT010,510.62512
NCY53,OUT049,1793.3478
FDF32,OUT049,3229.3555
FDF59,OUT010,311.52713
FDB20,OUT046,1237.6409
DRH11,OUT035,995.0354
FDT03,OUT049,3021.9785
NCH06,OUT035,4138.2017
FDR55,OUT049,3048.598
FDI10,OUT035,2927.5894
FDZ12,OUT045,2297.9502
FDM12,OUT049,3056.298
DRB25,OUT045,1726.3411
NCS41,OUT013,2987.7798
NCT53,OUT049,2674.1797
NCD55,OUT013,425.59265
FDY08,OUT049,2268.837
NCP55,OUT049,854.621
FDA33,OUT013,2561.821
FDQ33,OUT013,2515.921
FDE45,OUT027,4850.4673
FDT26,OUT013,1931.3207
NCV53,OUT049,3949.46
FDK60,OUT027,2646.2102
NCJ29,OUT046,1374.632
FDI15,OUT045,4360.1465
FDX21,OUT013,1768.8246
FDV49,OUT019,610.45496
DRO59,OUT046,1237.3647
FDZ14,OUT045,2024.1996
FDP32,OUT027,3404.0884
FDC33,OUT017,3313.4272
FDT14,OUT010,302.1944
NCN54,OUT027,2079.743
FDR57,OUT027,4119.916
DRK12,OUT046,509.26486
FDX52,OUT049,3204.9568
FDX08,OUT010,423.21716
FDP10,OUT010,260.96674
NCP50,OUT045,1269.817
NCL06,OUT013,4409.5767
FDP25,OUT013,3738.4912
FDE53,OUT013,1736.2444
FDL27,OUT017,1124.6079
FDC35,OUT049,3384.4294
DRJ47,OUT010,368.75534
FDD16,OUT018,926.26746
NCN42,OUT049,2381.035
FDC38,OUT027,3641.07
NCO07,OUT045,3523.679
FDQ20,OUT049,586.98
FDI32,OUT046,1787.6566
FDN20,OUT010,382.18472
DRJ51,OUT027,5195.9023
FDU08,OUT045,1590.6306
DRN37,OUT019,396.62994
FDD05,OUT010,246.04175
FDW15,OUT046,2458.3257
FDI52,OUT046,1995.0714
DRM11,OUT049,4292.2617
NCO06,OUT045,449.57047
FDU38,OUT049,3097.608
FDU59,OUT018,2381.3787
FDJ10,OUT046,2284.8772
FDM13,OUT049,2148.2932
NCJ30,OUT019,492.4014
FDM45,OUT018,1732.4296
FDP36,OUT045,787.1461
NCD30,OUT010,243.23944
FDN48,OUT017,1541.2036
FDY32,OUT049,2604.3582
FDU47,OUT046,2317.0554
FDF17,OUT019,436.89032
FDP34,OUT017,2575.3772
FDA47,OUT049,2644.7046
DRD27,OUT027,2764.638
FDW38,OUT045,852.6417
FDZ15,OUT019,274.92767
FDZ03,OUT027,4936.3486
NCN19,OUT049,3102.3486
FDG02,OUT035,3238.5007
FDS31,OUT035,3107.7637
FDW43,OUT019,578.24817
FDZ47,OUT010,272.98914
FDO57,OUT017,2631.383
NCL07,OUT013,406.71375
NCV42,OUT013,1667.616
FDP40,OUT017,1906.5809
FDP48,OUT019,465.3498
FDH21,OUT017,2674.135
NCP02,OUT049,948.90106
FDK24,OUT049,684.6933
FDC41,OUT045,1155.1329
FDF08,OUT017,1423.271
FDO49,OUT017,878.56415
FDS56,OUT027,6893.1895
FDX46,OUT018,718.8715
FDQ07,OUT013,3764.3704
FDC32,OUT010,176.52342
FDT21,OUT019,617.74475
FDG58,OUT045,2542.8062
FDW14,OUT049,1393.3685
DRA12,OUT027,3754.565
FDV27,OUT013,1315.6349
DRD25,OUT013,1976.4042
DRF48,OUT027,4740.479
FDX24,OUT017,1540.2583
DRJ51,OUT046,3135.0332
FDE45,OUT045,2948.097
FDE14,OUT046,1662.9857
FDG53,OUT045,2252.5598
FDT08,OUT046,2447.1772
DRC27,OUT027,5346.1357
FDG20,OUT035,2967.7688
FDC21,OUT046,1776.5837
FDV31,OUT018,2632.4253
FDB58,OUT045,2333.327
FDV23,OUT046,2024.9974
FDA25,OUT019,224.47563
FDC15,OUT046,2162.8596
FDU47,OUT049,2230.541
FDE23,OUT013,705.60297
FDS08,OUT013,2978.28
FDW03,OUT027,2764.1733
FDJ60,OUT018,2401.664
FDM34,OUT017,2121.2544
FDW33,OUT013,1694.3773
FDZ40,OUT013,695.85254
FDE33,OUT018,1020.908
NCC06,OUT010,316.47433
FDU11,OUT046,1959.1295
FDL44,OUT017,2702.2808
NCZ29,OUT017,2104.375
FDG28,OUT010,588.96686
FDL12,OUT018,655.59595
FDD52,OUT017,1745.7045
FDO15,OUT013,1059.2104
NCN29,OUT027,1314.5176
FDW36,OUT013,1698.338
FDB21,OUT046,3692.364
FDZ28,OUT013,1943.5221
FDY10,OUT035,1953.3292
DRG39,OUT017,857.41614
FDN28,OUT013,1614.7421
FDV15,OUT035,1762.3109
DRI13,OUT035,3676.3372
FDH20,OUT046,1576.9669
FDY51,OUT013,3729.7407
FDE16,OUT013,3600.36
FDX40,OUT018,287.82883
FDC48,OUT018,1043.9199
FDS14,OUT046,2579.2917
FDX56,OUT017,3470.8315
FDI10,OUT046,2836.688
FDI14,OUT013,2438.4395
DRM48,OUT013,607.87103
NCH07,OUT027,4193.6235
FDY26,OUT013,3485.9514
FDD02,OUT027,3272.4998
FDM12,OUT046,3099.363
DRF01,OUT010,340.41837
FDV36,OUT046,2070.632
DRI59,OUT013,3578.8853
FDV03,OUT018,2286.7402
FDO39,OUT017,3065.322
NCB07,OUT018,2967.3433
FDH38,OUT027,3172.944
FDZ13,OUT035,861.70667
NCZ30,OUT046,2041.7599
NCA06,OUT035,585.49207
FDB04,OUT049,1377.6105
FDN50,OUT013,1438.5498
NCG06,OUT049,4218.5713
NCY17,OUT018,388.44113
FDC23,OUT046,2920.6047
FDK33,OUT049,3470.199
FDR03,OUT049,3427.508
FDZ07,OUT045,996.70953
FDO38,OUT013,1239.6648
FDS59,OUT046,1778.7754
DRM11,OUT019,587.00867
FDX52,OUT027,5125.164
DRJ35,OUT018,673.7164
NCP53,OUT046,3925.6174
FDW15,OUT019,404.52448
DRI47,OUT045,2339.4778
DRZ11,OUT035,2096.2585
FDS02,OUT013,3347.2036
DRD49,OUT018,3231.0457
FDW38,OUT049,804.05066
FDR21,OUT019,443.78137
FDE40,OUT013,1014.1561
FDI02,OUT045,1771.1782
FDQ04,OUT045,612.3374
FDY14,OUT017,4417.2485
NCT54,OUT046,1570.5902
DRD25,OUT017,1853.185
DRE01,OUT045,3939.2114
FDJ12,OUT010,516.4516
NCZ05,OUT049,1676.5455
DRB25,OUT019,250.7185
NCC31,OUT045,2601.4348
FDM16,OUT045,1236.6758
DRG11,OUT049,1686.6361
FDV24,OUT027,3967.2273
FDV43,OUT046,688.64746
FDG05,OUT018,2274.7583
FDV23,OUT010,261.7352
FDI58,OUT018,1242.7981
FDQ11,OUT017,4317.3115
FDC05,OUT027,5305.992
FDF40,OUT013,4203.862
FDU02,OUT018,3468.7751
FDT32,OUT013,3114.146
NCF06,OUT017,4070.8071
FDT46,OUT013,720.9911
FDR58,OUT010,237.71579
FDY04,OUT046,2682.5002
FDT58,OUT045,2733.59
FDE46,OUT049,2457.7053
DRH11,OUT017,918.2802
DRI51,OUT046,2327.8499
FDC35,OUT017,3403.1577
FDP45,OUT035,4278.7915
FDC45,OUT017,2781.1028
FDU01,OUT045,3028.8064
FDJ53,OUT010,255.73766
FDJ46,OUT017,2890.233
FDX07,OUT013,3031.6785
NCI30,OUT049,4051.5652
FDE47,OUT027,3376.197
FDV48,OUT045,1273.0627
FDN16,OUT019,252.69537
FDM52,OUT013,2441.8245
FDA32,OUT027,5273.481
FDH05,OUT017,3843.8303
FDW25,OUT010,186.76741
FDQ09,OUT046,1882.3756
NCM17,OUT010,120.83965
DRM59,OUT046,2563.3398
FDV47,OUT027,2270.354
DRE15,OUT035,1279.1815
FDS25,OUT010,266.28354
NCZ05,OUT018,1448.28
NCV05,OUT019,388.35983
DRM37,OUT046,2888.6672
FDV58,OUT027,5151.388
FDN22,OUT027,6521.111
NCO06,OUT049,436.0455
FDT56,OUT019,163.03772
FDM02,OUT013,1390.0244
FDA09,OUT046,2949.4885
NCC06,OUT035,2155.7307
NCL54,OUT049,2862.1267
NCB55,OUT017,931.5673
FDB12,OUT017,1731.7733
NCA54,OUT049,2914.8093
NCS38,OUT049,1864.5387
FDC02,OUT049,3773.2793
FDK44,OUT019,387.91064
FDE16,OUT035,3515.6055
NCS05,OUT035,2278.0774
FDZ59,OUT045,2747.645
FDI20,OUT017,3521.0413
FDQ14,OUT046,2482.5479
FDF53,OUT017,2985.989
FDW25,OUT017,1430.3251
NCQ43,OUT010,284.10095
FDX52,OUT013,3162.0842
FDE28,OUT045,3743.6423
FDN15,OUT017,2295.82
FDO28,OUT017,1984.1124
FDQ33,OUT045,2455.1924
FDM22,OUT010,172.96898
FDJ03,OUT017,798.20105
FDI16,OUT045,812.9705
FDI09,OUT027,6400.797
FDX55,OUT013,3671.311
FDS23,OUT027,3454.6853
DRC12,OUT045,3130.1787
FDH41,OUT049,3524.5674
FDN01,OUT013,2980.0557
FDV55,OUT045,2331.8853
NCJ19,OUT013,780.47314
NCY29,OUT010,148.37337
FDP03,OUT018,1767.3787
FDZ52,OUT045,1757.482
FDH31,OUT010,266.02475
FDQ19,OUT018,3223.6372
FDS15,OUT035,1829.1794
FDN32,OUT017,3030.2722
FDH32,OUT049,1553.3993
FDF33,OUT017,1835.001
FDJ22,OUT046,3123.5576
FDG56,OUT010,150.62573
FDC05,OUT046,3220.7341
FDK09,OUT013,3977.355
NCV29,OUT045,2917.805
NCC43,OUT019,615.57556
NCA42,OUT049,2573.1902
FDC10,OUT046,1953.0131
FDC16,OUT013,1406.9906
NCL17,OUT013,2252.903
FDA51,OUT035,1927.094
FDW01,OUT017,2521.2222
NCF30,OUT045,2046.824
FDN49,OUT013,580.6946
FDY20,OUT045,1454.1892
FDC15,OUT045,2484.685
FDY24,OUT046,863.6699
NCG43,OUT017,1542.6779
FDA48,OUT013,3454.3948
NCF55,OUT017,634.29706
FDL38,OUT049,1443.5521
NCQ29,OUT018,3661.1614
FDC34,OUT017,2560.3074
FDP36,OUT027,1427.339
FDN50,OUT010,220.28334
FDO23,OUT049,1444.6873
FDT56,OUT013,829.92346
FDT13,OUT027,5026.363
FDZ03,OUT013,3092.8015
FDQ03,OUT010,600.8212
FDU44,OUT045,2692.6633
FDD03,OUT049,3759.5183
NCH30,OUT013,1754.0396
FDS60,OUT010,418.37463
FDG08,OUT046,2794.0618
FDX38,OUT017,804.1947
FDD22,OUT017,1865.8761
FDW51,OUT013,3554.9897
FDL09,OUT017,2784.2234
FDZ60,OUT045,1705.8947
NCH07,OUT046,2611.2
NCQ41,OUT049,3229.2634
FDW04,OUT049,2089.631
FDI08,OUT027,6574.051
FDR19,OUT019,370.21304
FDV13,OUT046,1446.0769
FDB52,OUT017,4254.454
FDZ48,OUT027,2971.1548
NCO14,OUT049,713.19604
FDZ50,OUT013,3031.3186
FDN27,OUT019,275.88702
FDQ60,OUT013,1992.8873
FDR49,OUT017,732.5917
DRJ35,OUT027,1800.5521
DRI49,OUT017,1295.5839
FDB47,OUT017,3490.7197
FDP37,OUT010,258.7815
FDR26,OUT049,2845.9827
FDY31,OUT019,344.71796
FDC11,OUT045,1380.572
DRP47,OUT035,4199.869
NCY54,OUT018,2516.4648
FDR27,OUT046,2169.8596
FDQ21,OUT019,309.6711
NCQ29,OUT035,4409.7915
FDJ02,OUT046,2407.447
FDE21,OUT018,1592.6852
FDM39,OUT046,2948.8706
FDZ01,OUT017,1729.7565
NCB19,OUT018,1132.3171
FDU03,OUT046,2985.9841
FDP27,OUT049,3048.0173
DRF01,OUT045,2337.6064
FDM03,OUT049,1693.9667
FDV01,OUT046,2548.7158
FDS16,OUT046,2404.976
FDO45,OUT035,1555.192
NCX06,OUT035,3075.2053
FDP13,OUT046,605.4374
NCR38,OUT018,3682.9688
FDA01,OUT013,904.1658
FDT26,OUT017,1948.8052
FDD44,OUT027,6681.497
FDB26,OUT013,811.084
FDP45,OUT019,654.1861
NCP55,OUT046,927.7131
FDT23,OUT017,1301.8151
FDO51,OUT045,672.1336
FDA44,OUT046,888.87286
NCJ31,OUT018,3633.0505
FDX37,OUT045,1592.6602
NCD18,OUT049,3746.1187
FDN40,OUT027,4149.0405
FDL33,OUT017,3236.862
DRF48,OUT035,3202.7048
FDW08,OUT035,1765.511
FDX39,OUT018,3259.8228
FDB38,OUT049,2598.8242
FDY46,OUT018,2786.2966
NCB06,OUT049,2552.3943
FDA34,OUT035,2941.8088
FDA35,OUT045,1956.9822
FDQ07,OUT035,3697.4912
FDU32,OUT045,2005.282
FDU26,OUT013,1909.6393
FDU13,OUT010,322.0497
FDO09,OUT035,4435.1133
FDW03,OUT019,293.45798
FDB38,OUT013,2733.5457
FDL26,OUT010,327.11334
NCN43,OUT045,2038.6693
FDH08,OUT045,3825.5002
NCC31,OUT019,392.31387
FDH14,OUT035,2371.8877
FDL40,OUT017,1636.6537
FDD20,OUT035,2094.39
NCV53,OUT035,4093.4133
FDD16,OUT045,1146.3394
FDP24,OUT035,2013.308
FDQ25,OUT045,2865.1396
FDM38,OUT035,941.3157
NCT18,OUT010,450.60928
FDM34,OUT049,2115.8013
DRH37,OUT010,390.65955
NCE07,OUT013,2279.685
FDG12,OUT013,1937.7146
FDB59,OUT010,469.3652
FDS10,OUT018,2655.5242
FDN21,OUT010,395.11917
FDM02,OUT045,1456.9209
FDO44,OUT049,1783.5759
NCN17,OUT017,1705.1893
FDH16,OUT018,1216.5228
FDL44,OUT046,2636.2253
FDY47,OUT017,2153.2515
DRI39,OUT046,846.9006
NCX54,OUT018,1448.4944
FDE59,OUT046,563.1895
FDO46,OUT045,3136.876
DRE13,OUT046,1451.3298
FDW14,OUT013,1302.7007
FDF35,OUT046,1715.771
FDO50,OUT019,178.30608
DRF49,OUT017,1904.7144
FDT60,OUT049,2053.236
FDP38,OUT045,767.48584
FDA31,OUT027,4502.741
FDY52,OUT010,141.732
FDD03,OUT027,5547.9214
FDN52,OUT018,1099.9961
FDU20,OUT010,307.97458
FDD22,OUT035,1865.86
NCB55,OUT019,153.84941
FDN27,OUT045,1913.1858
FDD16,OUT013,1254.3195
FDW48,OUT046,1286.139
DRN35,OUT045,525.3737
FDX25,OUT049,2913.2107
DRD49,OUT049,3720.296
FDE21,OUT019,237.62737
FDN44,OUT035,2699.4788
DRC01,OUT049,833.06067
NCK30,OUT046,3946.474
FDU39,OUT013,825.30786
FDB49,OUT013,1619.0498
FDS12,OUT045,2008.7701
FDR57,OUT018,2353.679
FDX22,OUT027,5499.5444
FDC60,OUT013,1513.9537
NCE42,OUT049,3809.1472
NCK42,OUT049,3572.1643
DRE01,OUT017,3996.1313
FDE57,OUT018,2048.577
DRK59,OUT019,524.3939
FDB10,OUT027,5591.664
FDQ25,OUT046,2894.6423
FDY26,OUT017,3503.1033
FDG28,OUT049,4011.4485
FDM14,OUT049,1740.0885
NCH29,OUT049,1606.6073
FDD48,OUT049,1849.574
FDC17,OUT045,3462.9248
DRH49,OUT027,2317.8652
FDN44,OUT018,2367.372
FDC29,OUT045,1877.0231
DRK01,OUT019,217.2623
FDD48,OUT017,1898.5083
FDB59,OUT013,3361.0774
FDY45,OUT010,636.68286
FDX60,OUT035,1334.1168
FDT09,OUT010,370.83102
DRB24,OUT018,2263.7056
FDL13,OUT035,3919.0186
FDN16,OUT035,1764.8353
FDK57,OUT013,2048.149
FDO22,OUT027,2167.8884
FDC57,OUT010,462.35364
FDZ13,OUT027,1323.9696
FDW27,OUT013,2576.5046
FDX10,OUT049,566.15955
FDY08,OUT018,2013.7416
FDA49,OUT017,1386.3412
FDC32,OUT018,1218.5713
FDO04,OUT035,932.49133
NCZ54,OUT013,2596.3281
FDY40,OUT045,747.4143
FDW36,OUT045,1744.1421
FDE11,OUT017,3018.349
DRE37,OUT045,3076.762
NCK19,OUT017,3213.019
FDT19,OUT035,2959.0984
FDE56,OUT045,927.11255
FDZ57,OUT010,372.88263
FDB35,OUT035,1606.6422
FDF09,OUT010,70.19834
FDO34,OUT046,2777.5798
FDA55,OUT046,3717.1257
NCM18,OUT035,1054.6504
FDJ20,OUT019,300.6876
DRQ35,OUT019,263.2358
FDG02,OUT013,3186.8782
NCU29,OUT018,2133.2563
FDL27,OUT027,1770.413
NCA54,OUT035,3035.3938
FDJ32,OUT035,1084.9681
FDB21,OUT019,539.3251
FDR46,OUT035,2440.2385
FDZ32,OUT046,1797.042
DRF36,OUT017,3143.8994
NCU54,OUT017,3491.4924
NCI31,OUT017,544.5564
DRA59,OUT035,3141.603
NCC55,OUT045,575.9171
FDE44,OUT018,451.02567
NCN26,OUT018,1635.3595
FDC11,OUT049,1338.6632
FDV24,OUT035,2552.331
FDR40,OUT019,280.11792
NCQ17,OUT049,2549.199
FDC46,OUT045,2991.7468
NCM18,OUT046,1010.5121
FDK16,OUT046,1563.3828
FDI28,OUT017,1332.9855
FDS11,OUT018,3459.7964
DRD13,OUT046,1038.7845
FDL36,OUT035,1506.0298
FDI27,OUT013,655.9183
FDJ53,OUT019,250.73544
FDS44,OUT045,3974.6567
FDE28,OUT046,3828.5354
FDQ33,OUT018,2201.676
FDB37,OUT017,3968.5007
FDQ31,OUT045,1414.607
NCQ05,OUT046,2492.1182
FDE10,OUT013,2222.691
FDF38,OUT017,668.5491
FDE50,OUT019,436.94125
DRG37,OUT010,363.49185
NCH06,OUT049,4071.0337
FDY14,OUT045,4365.2056
FDO27,OUT017,1561.0658
FDQ19,OUT049,3999.8582
FDZ26,OUT019,593.55725
FDN51,OUT013,4466.0654
FDK20,OUT035,2083.657
FDD40,OUT018,2904.6294
DRI25,OUT018,618.927
FDH56,OUT017,1931.1036
FDI36,OUT027,5258.3955
DRH11,OUT018,627.7705
NCV18,OUT017,1381.9515
DRI01,OUT049,2820.1438
DRE48,OUT049,3261.309
FDS51,OUT035,1060.1821
FDM38,OUT017,842.8109
FDB60,OUT027,5069.8677
FDY58,OUT035,3883.1458
FDY22,OUT045,2313.255
FDF11,OUT027,6189.3086
FDZ51,OUT035,1693.2908
FDQ45,OUT017,3071.0347
FDF17,OUT035,3338.1716
NCF31,OUT027,4021.8064
FDA37,OUT013,2115.1743
FDO51,OUT046,712.68835
FDF34,OUT013,3384.2935
FDD57,OUT018,1275.5026
FDO37,OUT046,3810.2869
FDR49,OUT049,730.58984
FDS39,OUT049,2326.0107
FDI48,OUT027,1466.4666
DRM35,OUT049,2902.6306
FDV57,OUT035,3086.611
FDZ55,OUT013,2617.5276
FDI28,OUT035,1346.1672
FDS21,OUT045,1015.32306
FDT34,OUT013,1714.5754
DRI25,OUT035,939.3611
FDT47,OUT010,228.90132
DRH39,OUT045,1148.9371
NCD54,OUT045,2355.5981
FDU16,OUT027,2271.6287
NCW29,OUT045,2124.165
FDV25,OUT027,5871.59
FDM56,OUT035,1853.1245
FDZ04,OUT027,1750.8717
FDG59,OUT019,98.433716
FDI56,OUT045,1445.0795
FDS33,OUT035,1530.2842
FDC23,OUT049,2854.8896
FDT11,OUT049,3067.8467
FDG17,OUT045,4063.8271
FDZ44,OUT045,1932.8285
FDJ52,OUT013,2715.7942
DRI23,OUT046,1983.6462
DRE15,OUT010,127.28288
NCF07,OUT013,1537.3625
NCR29,OUT049,885.8339
FDE44,OUT019,265.4886
FDT23,OUT035,1391.9294
NCG06,OUT017,4317.612
NCU41,OUT010,474.17993
FDH46,OUT017,1736.5483
FDV31,OUT013,2999.1562
NCT41,OUT027,4047.107
FDE22,OUT027,4338.0513
FDC26,OUT045,1741.0269
DRF51,OUT017,529.2831
NCY53,OUT019,288.36255
FDY21,OUT017,3242.0051
FDL27,OUT013,971.0167
FDZ34,OUT049,3184.659
NCF43,OUT010,361.608
FDC21,OUT035,1859.1323
FDL26,OUT013,2658.2727
FDT25,OUT010,260.90567
NCR30,OUT046,1195.6464
DRL23,OUT019,214.6253
NCR05,OUT049,3242.4285
NCE19,OUT018,589.15955
FDY07,OUT035,778.91516
FDB10,OUT017,3913.6208
